common_name,individual_name,sex,body_mass,numberbreaths,obsperiod,activity_level,Institution,age,mb,fr,order,family,genus,species,habitat,log_Mb,log_fr,breath_rate,temp,location,Thermoneutral range,Normal temperature range
White Rhinoceros,Imfolozi,F,1820,22,5,1,Kolmarden,32,1820,4.4,Perissodactyla,Rhinocerotidae,Ceratotherium,simum,Terrestrial,3.26,0.643,4.395416154,14,Air,N/A,10C to 40C
White Rhinoceros,Imfolozi,F,1820,27,3,1,Kolmarden,32,1820,9,Perissodactyla,Rhinocerotidae,Ceratotherium,simum,Terrestrial,3.26,0.954,8.994975815,14,Air,N/A,10C to 40C
White Rhinoceros,Imfolozi,F,1820,24,5,1,Kolmarden,32,1820,4.8,Perissodactyla,Rhinocerotidae,Ceratotherium,simum,Terrestrial,3.26,0.681,4.797334486,14.4,Air,N/A,10C to 40C
White Rhinoceros,Imfolozi,F,1820,16,2,1,Kolmarden,32,1820,8,Perissodactyla,Rhinocerotidae,Ceratotherium,simum,Terrestrial,3.26,0.903,7.99834255,14.8,Air,N/A,10C to 40C
White Rhinoceros,Imfolozi,F,1862,17,2,1,Kolmarden,32,1862,8.5,Perissodactyla,Rhinocerotidae,Ceratotherium,simum,Terrestrial,3.27,0.929,8.49180475,15,Air,N/A,10C to 40C
White Rhinoceros,Imfolozi,F,1862,19,2,1,Kolmarden,32,1862,9.5,Perissodactyla,Rhinocerotidae,Ceratotherium,simum,Terrestrial,3.27,0.978,9.506047937,15,Air,N/A,10C to 40C
White Rhinoceros,Namakula,F,2138,27,5,1,Kolmarden,26,2138,5.4,Perissodactyla,Rhinocerotidae,Ceratotherium,simum,Terrestrial,3.33,0.732,5.395106225,14,Air,N/A,10C to 40C
White Rhinoceros,Namakula,F,2150,49,5,1,Kolmarden,26,2150,9.8,Perissodactyla,Rhinocerotidae,Ceratotherium,simum,Terrestrial,3.332,0.991,9.794899854,14,Air,N/A,10C to 40C
White Rhinoceros,Namakula,F,2150,26,5,1,Kolmarden,26,2150,5.2,Perissodactyla,Rhinocerotidae,Ceratotherium,simum,Terrestrial,3.332,0.716,5.199959965,14.4,Air,N/A,10C to 40C
White Rhinoceros,Namakula,F,2150,16,2.5,1,Kolmarden,26,2150,6.4,Perissodactyla,Rhinocerotidae,Ceratotherium,simum,Terrestrial,3.332,0.806,6.397348355,14.8,Air,N/A,10C to 40C
Beluga,Yulka,F,864.83,14,10,1,Oceanografic,33,864.83,1.4,Artiodactyla,Monodontidae,Delphinapterus,leucas,Aquatic,2.937,0.146,1.399587323,15.1,Water,N/A,0C to 16C
Beluga,Yulka,F,864.83,14,10,2,Oceanografic,33,864.83,1.4,Artiodactyla,Monodontidae,Delphinapterus,leucas,Aquatic,2.937,0.146,1.399587323,15,Water,N/A,0C to 16C
Beluga,Yulka,F,864.83,14,10,2,Oceanografic,33,864.83,1.4,Artiodactyla,Monodontidae,Delphinapterus,leucas,Aquatic,2.937,0.146,1.399587323,19,Water,N/A,0C to 16C
Beluga,Yulka,F,864.83,14,10,1,Oceanografic,33,864.83,1.4,Artiodactyla,Monodontidae,Delphinapterus,leucas,Aquatic,2.937,0.146,1.399587323,19,Water,N/A,0C to 16C
Beluga,Yulka,F,864.83,14,10,3,Oceanografic,33,864.83,1.4,Artiodactyla,Monodontidae,Delphinapterus,leucas,Aquatic,2.937,0.146,1.399587323,18,Water,N/A,0C to 16C
Beluga,Yulka,F,864.83,14,10,3,Oceanografic,33,864.83,1.4,Artiodactyla,Monodontidae,Delphinapterus,leucas,Aquatic,2.937,0.146,1.399587323,18,Water,N/A,0C to 16C
Beluga,Yulka,F,864.83,14,10,1,Oceanografic,33,864.83,1.4,Artiodactyla,Monodontidae,Delphinapterus,leucas,Aquatic,2.937,0.146,1.399587323,16,Water,N/A,0C to 16C
Beluga,Yulka,F,864.83,14,10,2,Oceanografic,33,864.83,1.4,Artiodactyla,Monodontidae,Delphinapterus,leucas,Aquatic,2.937,0.146,1.399587323,16,Water,N/A,0C to 16C
Beluga,Yulka,F,864.83,14,10,3,Oceanografic,33,864.83,1.4,Artiodactyla,Monodontidae,Delphinapterus,leucas,Aquatic,2.937,0.146,1.399587323,16,Water,N/A,0C to 16C
Beluga,Yulka,F,865.83,14,10,3,Oceanografic,33,865.83,1.4,Artiodactyla,Monodontidae,Delphinapterus,leucas,Aquatic,2.937,0.146,1.399587323,16,Water,N/A,0C to 16C
Asian Elephant,Bua,F,3950,29,3,1,Kolmarden,26,3950,9.7,Proboscidea,Elephantidae,Elephas,maximus,Terrestrial,3.597,0.985,9.66050879,18,Air,N/A,15C to 35c
Asian Elephant,Bua,F,3950,27,3.25,1,Kolmarden,26,3950,8.3,Proboscidea,Elephantidae,Elephas,maximus,Terrestrial,3.597,0.919,8.298507675,17.7,Air,N/A,15C to 35c
Asian Elephant,Bua,F,3950,27,5,1,Kolmarden,26,3950,5.4,Proboscidea,Elephantidae,Elephas,maximus,Terrestrial,3.597,0.732,5.395106225,17.7,Air,N/A,15C to 35c
Asian Elephant,Saonoi,F,3340,43,6,1,Kolmarden,27,3340,7.2,Proboscidea,Elephantidae,Elephas,maximus,Terrestrial,3.524,0.855,7.161434102,18,Air,N/A,15C to 35c
Asian Elephant,Saonoi,F,3340,25,5,1,Kolmarden,27,3340,5,Proboscidea,Elephantidae,Elephas,maximus,Terrestrial,3.524,0.699,5.00034535,17.7,Air,N/A,15C to 35c
Asian Elephant,Saonoi,F,3340,32,5,1,Kolmarden,27,3340,6.4,Proboscidea,Elephantidae,Elephas,maximus,Terrestrial,3.524,0.806,6.397348355,17.7,Air,N/A,15C to 35c
Asian Elephant,Tonsak,M,5270,27,5,1,Kolmarden,25,5270,5.4,Proboscidea,Elephantidae,Elephas,maximus,Terrestrial,3.722,0.732,5.395106225,17.7,Air,N/A,15C to 35c
Asian Elephant,Tonsak,M,5270,26,5,1,Kolmarden,25,5270,5.2,Proboscidea,Elephantidae,Elephas,maximus,Terrestrial,3.722,0.716,5.199959965,17.7,Air,N/A,15C to 35c
Asian Elephant,Tonsak,M,5270,7,4,1,Kolmarden,25,5270,1.8,Proboscidea,Elephantidae,Elephas,maximus,Terrestrial,3.722,0.243,1.749846689,18,Air,N/A,15C to 35c
Steller Sea Lion,Astro,M,414,9,5,1,MysticAquarium,17,414,1.8,Carnivora,Otariidae,Eumetopias,jubatus,Semiaquatic,2.617,0.255,1.798870915,8.4,Water,N/A,2C to 13C in water  and -10C to 20C on land
Steller Sea Lion,Astro,M,414,8,5,1,MysticAquarium,17,414,1.6,Carnivora,Otariidae,Eumetopias,jubatus,Semiaquatic,2.617,0.204,1.599558029,7.8,Air,N/A,2C to 13C in water  and -10C to 20C on land
Steller Sea Lion,Astro,M,414,17,5,2,MysticAquarium,17,414,3.4,Carnivora,Otariidae,Eumetopias,jubatus,Semiaquatic,2.617,0.531,3.396252726,8.9,Water,N/A,2C to 13C in water  and -10C to 20C on land
Steller Sea Lion,Astro,M,409,13,5,1,MysticAquarium,17,409,2.6,Carnivora,Otariidae,Eumetopias,jubatus,Semiaquatic,2.612,0.415,2.600159563,2.2,Air,N/A,2C to 13C in water  and -10C to 20C on land
Steller Sea Lion,Astro,M,409,11,5,1,MysticAquarium,17,409,2.2,Carnivora,Otariidae,Eumetopias,jubatus,Semiaquatic,2.612,0.342,2.197859873,12.8,Air,N/A,2C to 13C in water  and -10C to 20C on land
Steller Sea Lion,Astro,M,409,18,5,1,MysticAquarium,17,409,3.6,Carnivora,Otariidae,Eumetopias,jubatus,Semiaquatic,2.612,0.556,3.597493352,10.9,Water,N/A,2C to 13C in water  and -10C to 20C on land
Steller Sea Lion,Eden,F,185.5,13,5,1,MysticAquarium,23,185.5,2.6,Carnivora,Otariidae,Eumetopias,jubatus,Semiaquatic,2.268,0.415,2.600159563,8.4,Water,N/A,2C to 13C in water  and -10C to 20C on land
Steller Sea Lion,Eden,F,185.5,12,5,1,MysticAquarium,23,185.5,2.4,Carnivora,Otariidae,Eumetopias,jubatus,Semiaquatic,2.268,0.38,2.398832919,8.9,Water,N/A,2C to 13C in water  and -10C to 20C on land
Steller Sea Lion,Eden,F,185.5,12,5,1,MysticAquarium,23,185.5,2.4,Carnivora,Otariidae,Eumetopias,jubatus,Semiaquatic,2.268,0.38,2.398832919,8.9,Water,N/A,2C to 13C in water  and -10C to 20C on land
Steller Sea Lion,Eden,F,184,13,5,1,MysticAquarium,23,184,2.6,Carnivora,Otariidae,Eumetopias,jubatus,Semiaquatic,2.265,0.415,2.600159563,9.4,Water,N/A,2C to 13C in water  and -10C to 20C on land
Steller Sea Lion,Eden,F,184,12,5,1,MysticAquarium,23,184,2.4,Carnivora,Otariidae,Eumetopias,jubatus,Semiaquatic,2.265,0.38,2.398832919,10.2,Water,N/A,2C to 13C in water  and -10C to 20C on land
Steller Sea Lion,Perl,F,208,10,5,1,MysticAquarium,7,208,2,Carnivora,Otariidae,Eumetopias,jubatus,Semiaquatic,2.318,0.301,1.99986187,8.4,Water,N/A,2C to 13C in water  and -10C to 20C on land
Steller Sea Lion,Perl,F,208,13,5,1,MysticAquarium,7,208,2.6,Carnivora,Otariidae,Eumetopias,jubatus,Semiaquatic,2.318,0.415,2.600159563,8.9,Water,N/A,2C to 13C in water  and -10C to 20C on land
Steller Sea Lion,Perl,F,208,10,5,1,MysticAquarium,7,208,2,Carnivora,Otariidae,Eumetopias,jubatus,Semiaquatic,2.318,0.301,1.99986187,8.9,Water,N/A,2C to 13C in water  and -10C to 20C on land
Steller Sea Lion,Perl,F,208,10,5,1,MysticAquarium,7,208,2,Carnivora,Otariidae,Eumetopias,jubatus,Semiaquatic,2.318,0.301,1.99986187,9.4,Water,N/A,2C to 13C in water  and -10C to 20C on land
Steller Sea Lion,Perl,F,208,13,5,1,MysticAquarium,7,208,2.6,Carnivora,Otariidae,Eumetopias,jubatus,Semiaquatic,2.318,0.415,2.600159563,10.2,Water,N/A,2C to 13C in water  and -10C to 20C on land
Steller Sea Lion,Sitka,F,226,11,5,1,MysticAquarium,17,226,2.2,Carnivora,Otariidae,Eumetopias,jubatus,Semiaquatic,2.354,0.342,2.197859873,8.4,Water,N/A,2C to 13C in water  and -10C to 20C on land
Steller Sea Lion,Sitka,F,226,15,5,1,MysticAquarium,17,226,3,Carnivora,Otariidae,Eumetopias,jubatus,Semiaquatic,2.354,0.477,2.999162519,8.9,Water,N/A,2C to 13C in water  and -10C to 20C on land
Steller Sea Lion,Sitka,F,226,9,5,1,MysticAquarium,17,226,1.8,Carnivora,Otariidae,Eumetopias,jubatus,Semiaquatic,2.354,0.255,1.798870915,8.9,Water,N/A,2C to 13C in water  and -10C to 20C on land
Steller Sea Lion,Sitka,F,227,9,5,1,MysticAquarium,17,227,1.8,Carnivora,Otariidae,Eumetopias,jubatus,Semiaquatic,2.356,0.255,1.798870915,9.4,Water,N/A,2C to 13C in water  and -10C to 20C on land
Steller Sea Lion,Sitka,F,227,9,5,1,MysticAquarium,17,227,1.8,Carnivora,Otariidae,Eumetopias,jubatus,Semiaquatic,2.356,0.255,1.798870915,10.2,Water,N/A,2C to 13C in water  and -10C to 20C on land
Steller Sea Lion,Mirai,M,860,19,10,3,Paraiza,13,860,1.9,Carnivora,Otariidae,Eumetopias,jubatus,Semiaquatic,2.934498451,0.278753601,1.9,21,Water,N/A,2C to 13C in water  and -10C to 20C on land
Steller Sea Lion,Icy,F,210,14,5,3,Paraiza,18,210,2.8,Carnivora,Otariidae,Eumetopias,jubatus,Semiaquatic,2.322219295,0.447158031,2.8,21,Water,N/A,2C to 13C in water  and -10C to 20C on land
Steller Sea Lion,Kiska,F,214,11,5,3,Paraiza,13,214,2.2,Carnivora,Otariidae,Eumetopias,jubatus,Semiaquatic,2.330413773,0.342422681,2.2,21,Water,N/A,2C to 13C in water  and -10C to 20C on land
Steller Sea Lion,Sunny,F,200,13,5,3,Paraiza,4,200,2.6,Carnivora,Otariidae,Eumetopias,jubatus,Semiaquatic,2.301029996,0.414973348,2.6,21,Water,N/A,2C to 13C in water  and -10C to 20C on land
Steller Sea Lion,Mirai,M,780,33,10,3,Paraiza,13,780,3.3,Carnivora,Otariidae,Eumetopias,jubatus,Semiaquatic,2.892094603,0.51851394,3.3,23,Water,N/A,2C to 13C in water  and -10C to 20C on land
Steller Sea Lion,Icy,F,210,19,5,3,Paraiza,18,210,3.8,Carnivora,Otariidae,Eumetopias,jubatus,Semiaquatic,2.322219295,0.579783597,3.8,23,Water,N/A,2C to 13C in water  and -10C to 20C on land
Steller Sea Lion,Kiska,F,214,19,5,3,Paraiza,13,214,3.8,Carnivora,Otariidae,Eumetopias,jubatus,Semiaquatic,2.330413773,0.579783597,3.8,23,Water,N/A,2C to 13C in water  and -10C to 20C on land
Steller Sea Lion,Sunny,F,186,33,5,3,Paraiza,4,186,6.6,Carnivora,Otariidae,Eumetopias,jubatus,Semiaquatic,2.269512944,0.819543936,6.6,23,Water,N/A,2C to 13C in water  and -10C to 20C on land
Steller Sea Lion,Mirai,M,700,38,10,3,Paraiza,13,700,3.8,Carnivora,Otariidae,Eumetopias,jubatus,Semiaquatic,2.84509804,0.579783597,3.8,23,Water,N/A,2C to 13C in water  and -10C to 20C on land
Steller Sea Lion,Icy,F,210,18,5,3,Paraiza,18,210,3.6,Carnivora,Otariidae,Eumetopias,jubatus,Semiaquatic,2.322219295,0.556302501,3.6,23,Water,N/A,2C to 13C in water  and -10C to 20C on land
Steller Sea Lion,Kiska,F,214,19,5,3,Paraiza,13,214,3.8,Carnivora,Otariidae,Eumetopias,jubatus,Semiaquatic,2.330413773,0.579783597,3.8,23,Water,N/A,2C to 13C in water  and -10C to 20C on land
Steller Sea Lion,Sunny,F,186,28,5,3,Paraiza,4,186,5.6,Carnivora,Otariidae,Eumetopias,jubatus,Semiaquatic,2.269512944,0.748188027,5.6,23,Water,N/A,2C to 13C in water  and -10C to 20C on land
Steller Sea Lion,Mirai,M,686,21,10,3,Paraiza,13,686,2.1,Carnivora,Otariidae,Eumetopias,jubatus,Semiaquatic,2.836324116,0.322219295,2.1,23,Water,N/A,2C to 13C in water  and -10C to 20C on land
Steller Sea Lion,Icy,F,213,13,5,3,Paraiza,18,213,2.6,Carnivora,Otariidae,Eumetopias,jubatus,Semiaquatic,2.328379603,0.414973348,2.6,23,Water,N/A,2C to 13C in water  and -10C to 20C on land
Steller Sea Lion,Kiska,F,217,15,5,3,Paraiza,13,217,3,Carnivora,Otariidae,Eumetopias,jubatus,Semiaquatic,2.336459734,0.477121255,3,23,Water,N/A,2C to 13C in water  and -10C to 20C on land
Steller Sea Lion,Sunny,F,186,15,5,3,Paraiza,4,186,3,Carnivora,Otariidae,Eumetopias,jubatus,Semiaquatic,2.269512944,0.477121255,3,23,Water,N/A,2C to 13C in water  and -10C to 20C on land
Pygmy Killer Whale,Mu,M,170,19,15,1,Okinawa-Chumari,21,170,1.3,Artiodactyla,Delphinidae,Feresa,attenuata,Aquatic,2.23,0.103,1.267651866,21.8,Water,N/A,22C to 30C
Pygmy Killer Whale,Mu,M,170,14,10,1,Okinawa-Chumari,21,170,1.4,Artiodactyla,Delphinidae,Feresa,attenuata,Aquatic,2.23,0.146,1.399587323,21.8,Water,N/A,22C to 30C
Pygmy Killer Whale,Mu,M,170,24,12,1,Okinawa-Chumari,21,170,2,Artiodactyla,Delphinidae,Feresa,attenuata,Aquatic,2.23,0.301,1.99986187,22,Water,N/A,22C to 30C
Giraffe,Garp,M,950,25,5,1,Kolmarden,17,950,5,Artiodactyla,Giraffidae,Giraffa,camelopardalis reticulata,Terrestrial,2.978,0.699,5.00034535,14.4,Air,15C-30C,10C-40C
Giraffe,Garp,M,950,74,10,1,Kolmarden,17,950,7.4,Artiodactyla,Giraffidae,Giraffa,camelopardalis reticulata,Terrestrial,2.978,0.869,7.396052751,14,Air,15C-30C,10C-40C
Giraffe,Garp,M,950,29,10,1,Kolmarden,17,950,2.9,Artiodactyla,Giraffidae,Giraffa,camelopardalis reticulata,Terrestrial,2.978,0.462,2.897343588,14.5,Air,15C-30C,10C-40C
Giraffe,Marilyn,F,750,47,5,1,Kolmarden,17,750,9.4,Artiodactyla,Giraffidae,Giraffa,camelopardalis reticulata,Terrestrial,2.875,0.973,9.397233106,14.4,Air,15C-30C,10C-40C
Giraffe,Marilyn,F,750,84,10,1,Kolmarden,17,750,8.4,Artiodactyla,Giraffidae,Giraffa,camelopardalis reticulata,Terrestrial,2.875,0.924,8.394599865,14,Air,15C-30C,10C-40C
Giraffe,Marilyn,F,750,47,10,1,Kolmarden,17,750,4.7,Artiodactyla,Giraffidae,Giraffa,camelopardalis reticulata,Terrestrial,2.875,0.672,4.698941086,14.5,Air,15C-30C,10C-40C
Giraffe,Merkurius,M,900,24,4,1,Kolmarden,8,900,6,Artiodactyla,Giraffidae,Giraffa,camelopardalis reticulata,Terrestrial,2.954,0.778,5.997910763,14.4,Air,15C-30C,10C-40C
Giraffe,Merkurius,M,900,37,5,1,Kolmarden,8,900,7.4,Artiodactyla,Giraffidae,Giraffa,camelopardalis reticulata,Terrestrial,2.954,0.869,7.396052751,14,Air,15C-30C,10C-40C
Giraffe,Merkurius,M,900,33,5,1,Kolmarden,8,900,6.6,Artiodactyla,Giraffidae,Giraffa,camelopardalis reticulata,Terrestrial,2.954,0.82,6.60693448,14.5,Air,15C-30C,10C-40C
Giraffe,Norma,F,650,36,4.5,1,Kolmarden,5,650,8,Artiodactyla,Giraffidae,Giraffa,camelopardalis reticulata,Terrestrial,2.813,0.903,7.99834255,14.4,Air,15C-30C,10C-40C
Giraffe,Norma,F,650,27,3.75,1,Kolmarden,5,650,7.2,Artiodactyla,Giraffidae,Giraffa,camelopardalis reticulata,Terrestrial,2.813,0.857,7.19448978,14,Air,15C-30C,10C-40C
Giraffe,Norma,F,650,35,3.75,1,Kolmarden,5,650,9.3,Artiodactyla,Giraffidae,Giraffa,camelopardalis reticulata,Terrestrial,2.813,0.97,9.332543008,14.5,Air,15C-30C,10C-40C
Grey Seal,Arat,M,210,13,5,2,DolphinCo-ZooMarine,30,210,2.6,Carnivora,Phocidae,Halichoerus,grypus,Semiaquatic,2.322,0.415,2.600159563,30.6,Water,5C to 15C water,"-2 to 25C - water, -10C to 25C land"
Grey Seal,Arat,M,210,18,5,2,DolphinCo-ZooMarine,30,210,3.6,Carnivora,Phocidae,Halichoerus,grypus,Semiaquatic,2.322,0.556,3.597493352,27.1,Water,5C to 15C water,"-2 to 25C - water, -10C to 25C land"
Grey Seal,Arat,M,210,14,5,3,DolphinCo-ZooMarine,30,210,2.8,Carnivora,Phocidae,Halichoerus,grypus,Semiaquatic,2.322,0.447,2.79898132,27.4,Water,5C to 15C water,"-2 to 25C - water, -10C to 25C land"
Grey Seal,Gaia,F,95,12,5,1,DolphinCo-ZooMarine,16,95,2.4,Carnivora,Phocidae,Halichoerus,grypus,Semiaquatic,1.978,0.38,2.398832919,29.3,Water,5C to 15C water,"-2 to 25C - water, -10C to 25C land"
Grey Seal,Gaia,F,95,11,5,1,DolphinCo-ZooMarine,16,95,2.2,Carnivora,Phocidae,Halichoerus,grypus,Semiaquatic,1.978,0.342,2.197859873,23.4,Water,5C to 15C water,"-2 to 25C - water, -10C to 25C land"
Grey Seal,Gaia,F,95,10,5,2,DolphinCo-ZooMarine,16,95,2,Carnivora,Phocidae,Halichoerus,grypus,Semiaquatic,1.978,0.301,1.99986187,26.4,Water,5C to 15C water,"-2 to 25C - water, -10C to 25C land"
Grey Seal,Gigio,M,78,12,5,1,DolphinCo-ZooMarine,7,78,2.4,Carnivora,Phocidae,Halichoerus,grypus,Semiaquatic,1.892,0.38,2.398832919,28.7,Water,5C to 15C water,"-2 to 25C - water, -10C to 25C land"
Grey Seal,Gigio,M,78,14,5,2,DolphinCo-ZooMarine,7,78,2.8,Carnivora,Phocidae,Halichoerus,grypus,Semiaquatic,1.892,0.447,2.79898132,28.1,Water,5C to 15C water,"-2 to 25C - water, -10C to 25C land"
Grey Seal,Gigio,M,78,14,5,2,DolphinCo-ZooMarine,7,78,2.8,Carnivora,Phocidae,Halichoerus,grypus,Semiaquatic,1.892,0.447,2.79898132,26.3,Water,5C to 15C water,"-2 to 25C - water, -10C to 25C land"
Grey Seal,Griso,M,181,14,5,2,ZooMarine,21,181,2.8,Carnivora,Phocidae,Halichoerus,grypus,Semiaquatic,2.258,0.447,2.79898132,19.9,Water,5C to 15C water,"-2 to 25C - water, -10C to 25C land"
Grey Seal,Griso,M,181,16,5,1,ZooMarine,21,181,3.2,Carnivora,Phocidae,Halichoerus,grypus,Semiaquatic,2.258,0.505,3.19889511,16,Air,5C to 15C water,"-2 to 25C - water, -10C to 25C land"
Grey Seal,Griso,M,181,15,5,2,ZooMarine,21,181,3,Carnivora,Phocidae,Halichoerus,grypus,Semiaquatic,2.258,0.477,2.999162519,21.2,Water,5C to 15C water,"-2 to 25C - water, -10C to 25C land"
Grey Seal,Griso,M,181,11,5,1,ZooMarine,21,181,2.2,Carnivora,Phocidae,Halichoerus,grypus,Semiaquatic,2.258,0.342,2.197859873,19.2,Water,5C to 15C water,"-2 to 25C - water, -10C to 25C land"
Grey Seal,Liivi,F,98,10,5,2,ZooMarine,29,98,2,Carnivora,Phocidae,Halichoerus,grypus,Semiaquatic,1.991,0.301,1.99986187,18.8,Water,5C to 15C water,"-2 to 25C - water, -10C to 25C land"
Grey Seal,Liivi,F,98,3,5,1,ZooMarine,29,98,0.6,Carnivora,Phocidae,Halichoerus,grypus,Semiaquatic,1.991,-0.222,0.599791076,19.4,Water,5C to 15C water,"-2 to 25C - water, -10C to 25C land"
Grey Seal,Liivi,F,98,15,5,1,ZooMarine,29,98,3,Carnivora,Phocidae,Halichoerus,grypus,Semiaquatic,1.991,0.477,2.999162519,19.3,Water,5C to 15C water,"-2 to 25C - water, -10C to 25C land"
Grey Seal,Matilda,F,118,13,5,1,ZooMarine,33,118,2.6,Carnivora,Phocidae,Halichoerus,grypus,Semiaquatic,2.072,0.415,2.600159563,13,Air,5C to 15C water,"-2 to 25C - water, -10C to 25C land"
Grey Seal,Matilda,F,114,16,5,1,ZooMarine,33,114,3.2,Carnivora,Phocidae,Halichoerus,grypus,Semiaquatic,2.057,0.505,3.19889511,19.4,Water,5C to 15C water,"-2 to 25C - water, -10C to 25C land"
Grey Seal,Matilda,F,114,16,5,1,ZooMarine,33,114,3.2,Carnivora,Phocidae,Halichoerus,grypus,Semiaquatic,2.057,0.505,3.19889511,16,Air,5C to 15C water,"-2 to 25C - water, -10C to 25C land"
Grey Seal,Matilda,F,114,16,5,2,ZooMarine,33,114,3.2,Carnivora,Phocidae,Halichoerus,grypus,Semiaquatic,2.057,0.505,3.19889511,19.7,Water,5C to 15C water,"-2 to 25C - water, -10C to 25C land"
Grey Seal,Matilda,F,111,10,5,2,ZooMarine,33,111,2,Carnivora,Phocidae,Halichoerus,grypus,Semiaquatic,2.045,0.301,1.99986187,21.3,Water,5C to 15C water,"-2 to 25C - water, -10C to 25C land"
Grey Seal,Quling,M,111,21,5,3,ZooMarine,10,111,4.2,Carnivora,Phocidae,Halichoerus,grypus,Semiaquatic,2.045,0.623,4.19758984,19.4,Water,5C to 15C water,"-2 to 25C - water, -10C to 25C land"
Grey Seal,Quling,M,111,16,5,1,ZooMarine,10,111,3.2,Carnivora,Phocidae,Halichoerus,grypus,Semiaquatic,2.045,0.505,3.19889511,13,Air,5C to 15C water,"-2 to 25C - water, -10C to 25C land"
Grey Seal,Quling,M,110,17,5,2,ZooMarine,10,110,3.4,Carnivora,Phocidae,Halichoerus,grypus,Semiaquatic,2.041,0.531,3.396252726,20.1,Water,5C to 15C water,"-2 to 25C - water, -10C to 25C land"
Grey Seal,Quling,M,110,12,5,2,ZooMarine,10,110,2.4,Carnivora,Phocidae,Halichoerus,grypus,Semiaquatic,2.041,0.38,2.398832919,20.2,Water,5C to 15C water,"-2 to 25C - water, -10C to 25C land"
Grey Seal,Vinja,F,107,11,5,2,ZooMarine,29,107,2.2,Carnivora,Phocidae,Halichoerus,grypus,Semiaquatic,2.029,0.342,2.197859873,18.8,Water,5C to 15C water,"-2 to 25C - water, -10C to 25C land"
Grey Seal,Vinja,F,107,16,5,2,ZooMarine,29,107,3.2,Carnivora,Phocidae,Halichoerus,grypus,Semiaquatic,2.029,0.505,3.19889511,19.3,Water,5C to 15C water,"-2 to 25C - water, -10C to 25C land"
Grey Seal,Vinja,F,107,10,5,2,ZooMarine,29,107,2,Carnivora,Phocidae,Halichoerus,grypus,Semiaquatic,2.029,0.301,1.99986187,18.9,Water,5C to 15C water,"-2 to 25C - water, -10C to 25C land"
Sable Antelope,Tisa,F,65,35,2,2,Kolmarden,2,65,17.5,Artiodactyla,Bovidae,Hippotragus,niger,Terrestrial,1.813,1.243,17.49846689,12,Air,N/A,10C to 30C
Pacific White-Sided Dolphin,Elelo,M,78,19,5,2,DolphinCo-MSQ,5,78,3.8,Artiodactyla,Delphinidae,Lagenorhynchus,obliquidens,Aquatic,1.892,0.58,3.801893963,17,Water,6C-22C,10C to 20C
Pacific White-Sided Dolphin,Elelo,M,78,12,5,2,DolphinCo-MSQ,5,78,2.4,Artiodactyla,Delphinidae,Lagenorhynchus,obliquidens,Aquatic,1.892,0.38,2.398832919,17,Water,6C-22C,10C to 20C
Pacific White-Sided Dolphin,Elelo,M,78,14,5,1,DolphinCo-MSQ,5,78,2.8,Artiodactyla,Delphinidae,Lagenorhynchus,obliquidens,Aquatic,1.892,0.447,2.79898132,16.6,Water,6C-22C,10C to 20C
Pacific White-Sided Dolphin,Lii,M,106,10,5,2,DolphinCo-MSQ,40,106,2,Artiodactyla,Delphinidae,Lagenorhynchus,obliquidens,Aquatic,2.025,0.301,1.99986187,14.1,Water,6C-22C,10C to 20C
Pacific White-Sided Dolphin,Lii,M,106,14,5,2,DolphinCo-MSQ,40,106,2.8,Artiodactyla,Delphinidae,Lagenorhynchus,obliquidens,Aquatic,2.025,0.447,2.79898132,13.7,Water,6C-22C,10C to 20C
Pacific White-Sided Dolphin,Lii,M,106,11,5,2,DolphinCo-MSQ,40,106,2.2,Artiodactyla,Delphinidae,Lagenorhynchus,obliquidens,Aquatic,2.025,0.342,2.197859873,14,Water,6C-22C,10C to 20C
Pacific White-Sided Dolphin,Loke,F,96,22,5,2,DolphinCo-MSQ,40,96,4.4,Artiodactyla,Delphinidae,Lagenorhynchus,obliquidens,Aquatic,1.982,0.643,4.395416154,17,Water,6C-22C,10C to 20C
Pacific White-Sided Dolphin,Loke,F,96,10,5,2,DolphinCo-MSQ,40,96,2,Artiodactyla,Delphinidae,Lagenorhynchus,obliquidens,Aquatic,1.982,0.301,1.99986187,17,Water,6C-22C,10C to 20C
Pacific White-Sided Dolphin,Loke,F,96,15,5,1,DolphinCo-MSQ,40,96,3,Artiodactyla,Delphinidae,Lagenorhynchus,obliquidens,Aquatic,1.982,0.477,2.999162519,16.6,Water,6C-22C,10C to 20C
Lo Djur,Lovika,F,15,53,2,1,Kolmarden,12,15,26.5,Carnivora,Felidae,Lynx,lynx,Terrestrial,1.176,1.423,26.48500139,4,Air,-10C to 20C,-40C to 20C
Lo Djur,Lovika,F,15,141,5,1,Kolmarden,12,15,28.2,Carnivora,Felidae,Lynx,lynx,Terrestrial,1.176,1.45,28.18382931,4,Air,-10C to 20C,-40C to 20C
Lo Djur,Lovika,F,15,78,2.1833,1,Kolmarden,12,15,35.7,Carnivora,Felidae,Lynx,lynx,Terrestrial,1.176,1.553,35.72728382,3,Air,-10C to 20C,-40C to 20C
Lo Djur,Lovika,F,15,19,0.733333333,1,Kolmarden,12,15,25.9,Carnivora,Felidae,Lynx,lynx,Terrestrial,1.176,1.413,25.88212915,4,Air,-10C to 20C,-40C to 20C
